review,polarity
"Halodoc, pembayarannya apa tidak diperluas lagi? Masa iya cuma gopay, bca, mandiri dan debit yang saya gak tau apa maksudnya. Saya jadi ragu mau cobain apknya, mau ke dokter langsung juga jauh dan pandemi gini. Kalau bisa pembayarannya dilakukan dimana aja, indomaret, alfamart, dsb. Kalo di kota akses emang gampang, nah kalo di desa gimana? Susah juga jadinya. Intinya ditingkatkan lagi plissss",Negatif
sangat membantu terutama utk lansia dan biaya kesehatannya terbatas,Positif
"Sama seperti saat kita konsultasi dgn dokter pada umumnya, hanya dilakukan secara on line. Sangat memudahkan sekali. Banyak pilihan dokter dan range biaya yg bisa disesuaikan. Terima kasih Halo Doc.",Positif
"Aplikasi cukup membantu dan bisa digunakan oleh kalangan luas terbatas khususnya milenial, untuk konsultasi tipis-tipis. Saran, muculkan saldo nya di profile pemilik akun dan permudah lagi cara mengisi saldo dari berbagi bank dan aplikasi bayar2 lainnya.",Positif
"Sangat membantu sekali, apalagi saat masa pandemi spt ini.",Positif
Sangat bermanfaat buat orang yg membutuhkan bantuan secara Cepat,Positif
Sangat canggih bisa langsung konsultasi dengan dokter ahlinya tanpa harus datang ke rumah sakit.respon cepat dari dokter juga sangat membantu saya yg memang sedang membutuhkan pelayanan kesehatan,Positif
2x sudah bikin janji tapi tempat ravid nya tutup..,Negatif
"Bikin Aplikasi Ambil Antrian Online aja ya , kalo gak bisa jadi aplikasi yang terintegras . Ditanya mana hasil cek nya , jawab nya sedang kami upayakan, gitu aja terus cuma bikin laporan laporan laporan dan laporan.. Sehat tanpa Ribet dengan halodoc , expetasi kami pun sama sebenarnya dengan tujuan utama halodoc cuma boh ya fair lah sama slogan nya . Kalo customer tetep kudu ke klinik bolak balik nanya hasil test udh keluar apa belum , ngapain pake online .",Negatif
Semenjak ada halodoc merasa terbantu banget apalagi bs konsultasi beli obat dari rmh tanpa hrs antri ke rmh sakit ataupun ke apotik. Yang lebih enak nya lagi ada diskon utk sesi konsultasi dgn dokter nya. Makasi ya halodoc memudahkan hidup semoga makin banyak promo² nya. Sukses slalu halodoc 👍,Positif
Saya mengalami kekesalan dengan appsnya. Saya mendaftar untuk vaksinasi lansia berhubung saya sudah lansia. Saya buat janji pada tanggal 25 untuk vaksinasi sejak seminggu yang lalu tapi tiba-tiba dibatalkan,Negatif
"Aplikasinya jelek bgt, sudah aktivasi malah loading terus terusan, gk bisa diklik lagi",Negatif
"Puas n Bgs ulasannya, saya cocok.Dr nya ramah dan cocok obatnya.",Positif
"Terima kasih ,dg konsultasi lewat Halodoc sangat membantu kami",Positif
"Pelayanan halo doc sangat memudahkan mendapatkan obat, karena saya sudah keliling 4 apotek tidak terlalu lengkap tapi halodoc menjadi solusi terbaik dengan kelengkapan obatnya. Terima kasih, Halodoc",Positif
Sangat membantu.. tapi pas saya pesen obat lamaaa banget sampainya padahal lagi darurat segera butuh 🥺 udah 6 hari ini belum sampai :(( Trus tidak ada histori perjalanan paket obatnya sampe mana jadi kaya menunggu ga pasti sampenya kapan.. Update : Terimakasih tim halodoc cepat merespon dan memberi kejelasan 😊🙏,Negatif
"Sangat bermanfaat di saat anak kami sakit dimalam hari,kami tidak perlu ke RS.hanya chat dgn dokter melalui aplikasi Halodoc smuanya beres ,apalagi di masa pandemic bgini,thx bantuannya para dokter dan thx juga utk aplikasi Halodoc",Positif
"Mantap, cepat konsultasi nya.. Terimakasih halodock.",Positif
Halo dokter. Satu kamar kami terpisahkan. Dipakai untuk isolasi mandiri. Karena satu anggota keluarga kami kena covid 19. Sudah sembuh sekarang kamar itu mau disterilkan. Berapa hari setelah dipakai boleh masuk kamar tersebutlah,Positif
Setelah diperbarui aplikasi tidak bisa dibuka,Negatif
Aplikasi ini bermanfaat bagi saya terutama dalam pembelian obat.,Positif
dokter nya bagus..informasi n ya jelas dan sangat menolong,Positif
Saya senang berobat dan konsul sama doktet shanti tandayu internist yang ramah dan sangat jelas tidak bertele² dalam memberi obat dan arahan. Alhamdulilah isk saya sudah membaik. Terima kasih halodoc sangat bermanfaat bagi saya. 👍👍👍👍👍,Positif
Sy driver gojek kmrn dpt pesan tuk vaksin covid tp harus bawa 2 orang lansia. Apa sy bs mendapatkn vaksin tnp membawa 2 org lansia ?,Positif
"Aplikasi ini sangat membantu ditengah pandemi covid19 ini, kita gk perlu keluar rumah tinggal memggunakan aplikasi ini. Thanks halodoc, tingkatkan terus kualitasnya ya.",Positif
"Dgn halodoc janji dgn dokter , vaksin manula drive thru semua lbh mudah..terimakasih halodoc",Positif
Selalu ingin berpartisipasi dalam penanggulangan covid 19,Positif
Sangat membantu dan memuaskan informasi dan pelayanan nya,Positif
"Sebelumnya saya kasih bintang 1, soalnya ad kendala dengan pembayay melalui gopay. Tapi penyelesaian masalah dari tim halodoc sangat cepat dan sangat membantu, terimakasih buat tim halodoc👍",Positif
"Sangat beruntung punya aplikasi Halodoc, krna gak perlu antri2 lagi di RS atau klinik. Dan obat2 nya juga yg di rekomendasikan bener2 manjur.",Positif
Sudah vaksin tapi belum keluar sertifikat vaksinnya kenapa ya min,Positif
"Aplikasinya bagus dan pelayanan konsultasinya cepat, respon apotiknya cepat",Positif
untuk pemesanan obat untuk fitur chatnya tolong jangan dialihkan ke fitur SMS dong karena itu butuh pulsa kalo bisa dialihkan ke fitur gojeknya atau buat fitur chat sendiri dari aplikasi halo doc jadi kita bisa konfirmasi ke driver tanpa harus pake pulsa,Negatif
Waw. Dokter nya ramah. Diskusi enak n lancar...salut. ngak sangka bagus sekali. Ngak sampai 2 jam obat sudah ditangan......,Positif
"Asli parah aplikasi ini, niat nya mau mempercepat untuk urusan rapid antigen tapi malah terkendala di aplikasi ini, sia2 sdh berharap berharap berangkat kerja malah tidak jadi. Dan parahnya dana sampai sekràng belum dikembalikan dari pihak halodoc",Negatif
"Ini baru pertama kali menggunakan aplikasi halodoc, terutama saat konsultasi dengan dokter. sangat bermanfaat sekali saat kondisi seperti ini, tapi harus benar2 menjelaskan keluhannya agar tidak salah diagnosa.",Positif
Cepat tepat hemat dan efesien utk buat janji vaksinasi covid19 lansia... Aplikasi ini sangat membantu dan skrg tinggal buat janji vaksinasi yg kedua.. Sukses dan selalu amanah buat Halodoc...👍🙏🙏,Positif
Terima kasih hallo doc...di saat pandemi paling aman kesini...saya selalu konsul dengan dokter senior yang sudah menjadi langganan kami selama 1 tahun ini...terima kasih banyak,Positif
Bagus...cuma kadang obat tdk tersedia di apotik terdekat harus pesen online...moga kedepan lebih baik...,Negatif
Sumpah kenapa sekarang chat Ama dokter doang pake bayar dulu engga .aplikasi ini GX membantu orang susah mau konsultasi aja bayar .kecuali beli obat atau periksa oke lah tp ini cuma chat bayar .GX membantu sama se x,Negatif
Sangat bermanfaat sekali aplikasi Halodoc,Positif
Aplikasinya gak jalan.gak merespon. Menyebalkan.,Negatif
Konsultasi disini memuaskan tanpa pergi ke apotek saya ucapkan terima kasi atas ada aplikasi halodoc ini! Semoga halodoc bisa membuat banyak manfaat lagi,Positif
bagus banget aplikasi nya dan respon dokternya pun baik,Positif
"Thanks Halodoc.. Bener-bener ngebantu disaat urgent seperti long weekend sekarang Thanks buat dokter yang stand by walaupun weekend, chat nya juga asik dan ramah, info yang diberikan juga akurat banget",Positif
Informasi yg di dapat kan mudah terjawab,Positif
"Aplikasi nya berbayar heheheheh...... Gak tau jg apk ini bagus atau ngga soalnya ngga terlalu nyobain, diliat sblm download sih bagus tp pas udh download ternyata berbayar, langsung kecewa sih. Tolong dikembangin lagi biar apk nya gk berbayar atau bisa gratis gitu, kayak apk sblh :"". Kasih bintang 1 dulu, kalo udh ada fitur tanya dokter GRATIS baru kasih bintang 5 :)",Negatif
"Membantu apaan? Lama gak jelas ribet? Udah mau bayar ada aja ini itu nyaa ribet, aplikasi ini gak berguna sumpah, boleh gak sih ngehack apk ini sumpah mau buat janji rapid di persulit",Negatif
App yang sangat useful dan efesien karena bisa memesan obat dimanapun tanpa harus keluar untuk cari apotek yang menyediakan obatnya ❤️ love this app! Kembangkan terus!,Positif
Sangat membantu ....pelayanan ramah good dokter ....,Positif
"Saya puas dengan dokter dokternya , baik dan ramah - ramah .. .. Sejauh ini diaknosa dan obatnya alhamdulillah cocok .. Semoga para dokternya sehat selalu ... Aamiin",Positif
Pengirim yg ramah dan sesuai S.O.P...memastikan bener pemesannya...salut buat drivernya,Positif
Sangat membantu sekali dimasa pandemi seperti ini. Bisa konsultasi bahkan mendapatkan obat tanpa perlu keluar rumah. Serasa punya dokter pribadi,Positif
"Assalamualaikum , maaf sebelum nya saya mau bertanya , tadi saya habis unduh aplikasi halodoc di playstore terus saya buka aplikasinya dan setelah masuk aplikasi halodoc lalu saya klik chat dengan dokter dan setelah itu saya lihat disitu ada pilihan dokter yang akan di chat untuk konsultasi kesehatan dan saya sebenarnya ingin sekali konsultasi kesehatan dengan dokter di aplikasi halodoc tetapi harus membayar dulu baru boleh chat dan konsultasi dengan dokter di chat halodoc ?",Positif
Solusi yang praktis biaya murah dokter yang responsif,Positif
Sy mau online sekarang tiba-tiba sesi berakhir. Tidak ada petunjuk bahwa konsultasi by text atau VC atau apa. Buang-buang uang aja. Bayar tapi ga dapat konsultasi.,Negatif
"Wah uang sudah diterima tapi status tes antigennya gak dikonfirmasi2. maunya nerima duit aja ya tp gak mau ngelayanin customer dan responnya sangat lama. Padahal sebelumnya lancar2 aja, tp kali ini bikin kecewa berat",Negatif
"Aplikasi Halodoc sangat membantu sekali bagi saya dan keluarga membeli obat2an,vitamin,tes PCR dll.Apalagi masa pandemic begini.Mantap deh pokoknya!!!",Positif
"aplikasi ini memang enak sih untuk scheduling dengan dokter tanpa antri di rs nya. cuman belakangan service nya mengecewakan 1. hasil tes di infokan melalui sms jika sudah selesai, saat ini tidak ada 2. hasil tes hardcopy. tidak ada lagi softcopy jadi harus ambil di tempat tes lagi 3. media chat dengan cs responnya lambat, and klo kita tidak respon 1 menit mereka memutuskan jalur komunikasi dan harus ulang lagi, sementara mereka merespon nya sangat lambat . 4. cs tidak bisa memberikan konfirmasi konfirmasi ke bagian terkait, artinya tidak ada SLA di sisi halodoc untuk responsif nya",Negatif
"Dokter nya co operative sx, & sgt nyaman utk konsul, makasih",Positif
Sangat membantu untuk saya yg sulit keluar rumah.,Positif
"Keren bgt aplikasi halodoc bs membantu di saat hectic dan khususnya saya mengucapkan terima kasih kepada dr. Fenny yg sangat ramah saat memberikan konsultasi, trus resepnya pun sangat cocok untuk saya",Positif
"Hallo halodoc saya Iwan Setiawan BE 4068 AG salah satu driver gojek bandar Lampung ,saya mau konfirmasi saya dapat orderan halodoc di apotek jesaya farma orderan pengambilan obat ,saya di harap menunggu karna barang sedang di persiapkan ternyata obat yg di order tidak tersedia sementara aplikasi gojek saya sdh saya jalankan kalau holodoc order gojek,barang sdh ready driver tinggal bawa karna barang tidak ada dan saya tetap menjalankan orderan berdasarkan konfirmasi pelanggan dan pihak apotik apl",Negatif
"Niat make aplikasi ini supaya cepat karna di rumah sendirian ,tp nyatanya apoteknya jaaaauhhhh bgtt . Pdhl ada apotek bumn dan swasta diskitar aku, lain kali mungkin bisa ada fitur yg ngebuat pembeli/driver yg milih apotek terdekat pakai manual. Kalau gini saya harus nahan rasa sakit lebih lamaa pdhl posisi saya di kota .",Negatif
"Chat aja berbayar, mending pake oke google aja gratis",Negatif
"Sementara ini aplikasi sangat membantu , cuma metode pembayarannya aja yang perlu di tambahin lagi kalau ada pembesaran cash malah lebih baik... Semakin di tingkatkan dan sukses buat halodoc Terima kasih",Negatif
"Sangat bagus dan puas dengan Halodoc , petugas nya ramah dan memahami dibidangnya , mempunyai rasa kepemilikan Halodoc sehingga kustomer di layani dengan ramah sampai kustomer merasakan puas dengan Halodoc , terus upgrade bidang kedokteran dan update yang terbaru medicine maupun informasi virus Corona dan virus lainnya , vaksin untuk semua umur , servis drivethru dimudahkan pengajuan nya maupun sertifikat hasilnya , harga yang terjangkau untuk semua nya .",Positif
"Terima kasih halodoc, sangat membntu sekali di era pandemi ini. Gk ribet hrs ke RS untuk konsultasi, diem di rmh tinggal chat saja, dokternya ramah & responsif❤️",Positif
Sangat Membantu apalagi di masa pademi seperti ini,Positif
Sangat membantu untuk.konsultasi masalah kesehatan,Positif
"Selamat malam, mohon maaf sebelumnya, saya mau bertanya. Apakah di halodoc ini berbayar? Misalkan ketika akan konsultasi dengan salah satu dokter. Soalnya saya belum pernah menggunakan aplikasi ini. Trimakasih",Positif
Mencari obat lebih gampang dan pelayanannya cepat,Positif
Dokternya sabar setiap ngasih jawaban jelas n akurat baik pula mksh dok jangan pernah bosen y dok setiap x sy ingin menanyakan tentang kesehatan 😁🙏🙏,Positif
Buat saya aplikasi ini sangat membantu.anak anak dan keluarga sehat semua tanpa harus berangkat ke klinik secara langsung..terima kasih halodoc😇,Positif
"Uang refund saya sebesar 1,1 juta karena pembatalan PCR Kok belum dikirim??? Sejak tanggal 3 februari sampai 25 februari Statusnya masih proses aja ?????",Negatif
"Membantu sekali, apa lg untuk musim pandemi gini",Negatif
Alhamdulillah Dokternya ramah dan sy puas berkeluh kesah..biaya jg murah dan bs dilakukan dirumah itu sangat memudahkan..diksi resep jg dan dikasi penjelasan detail..bayar konsulnya ada yg diskon wah wah thank U so much Halodoc,Positif
"Aplikasi ini sangat membantu apalagi disaat pandemi sprt skrg ini, dan dokter2nya bagus, obat2an nya juga tepat dan efektif, apalagisuka ada disc besar utk konsultasi",Positif
Sangat membantu di saat pandemi seperti saat ini,Positif
"Alhamdulillah sangat membantu, saya dan keluarga udah setahun menggunakan halodoc dan Alhamdulillah terasa hasiat dari obat-obatan yg di kasih bagus2",Positif
Aplikasi sangat membantu harga Konsul yg bersahabat dokter nya ramah,Positif
"Dokternya Ramah, responya juga cepat, Recomended bgt 👍bersyukur juga bisa ada halodoc jadi gak usah repot2 kerumah sakit obatnya juga bisa langsung dikirim 👍👍👍",Positif
"Sangat bagus, membantu sekali. Respon dokter pun cepat. Tidak perlu ke RS sekarang bisa. Hanya konsultasi, obat dikirim ke rumah. Terimakasih Halodoc.",Positif
"benar2 sangat membantu..apa lagi di saat pandemi sprti ini..tdk sempat ke luar rmh beli obat,ank sdg sakit,tdk ada yg bs di suruh..😭trimakasih utk aplikasi ini bnr2 sangat membantu saya...👍👍🙏",Positif
Sangat membantu dalam konsultasi tentang kesehatan,Positif
"Mungkin krn baru pakai Aplk Halodoc makanya agak rada bingung tp konsultasi dgn Doc cukup baik, ramah, dan jelas , Thanks",Positif
"Senang deh, adanya aplikasi kayak gini bisa mempermudah untuk tetap sehat, karena bisa konsultasi online disaat kondisi lg pandemi gini",Positif
Cukup baik dalam pertanyaan tentang kesehatan maupun konsultasi ke dokter.. dokternya pun ramah2 dan cukup baik dalam memberikan jawabannya,Positif
Anjuran kasih obat dan tips nya sangat berguna,Positif
"trimaksih utk mas Amirul yg sdh cepat merespon surat sy. Good Job Man.. 👍👍🤭. kesulitan sy, sy sdh aktifkan lokasi... tapi ttp gak bs login... tolong dibantu.. SenoARi",Negatif
"Mantap...secepat kilat, penjelasan detail",Positif
dr nya ramah2 mantappo... sellaumemberikan penjelasan yang di butuhkan,Positif
Sangat membantu sekali dalam kondisi covid ini,Positif
"maaf mau tanya,,, untuk rapid antigen yg di Kemayoran,,untuk metode pembayaran bisa pake ATM BRI ngga?TRIms",Positif
Dokter ramah dan memberi penjelasan dgn akurat,Positif
Thanks dok..semoga bs bermanfaat untuk saya,Positif
"Aplikasi mantap murah, terimakasih",Positif
Sangat membantu dan bermanfaat disaat pandemi seperti ini. Obat yang dianjurkan sangat baik dan cepat menyembuhkan sesuai penyakit. Tepat sasaran. Terima kasih,Positif
Mantap konsultasi jam 00.10 obat lgsg dtg jam 01.11. Aplikasi sangat membantu semoga obat yg diberikan cocok,Positif
Dokternya menjelaskan dengan jelas,Positif
Pembayaran melalui ovo atau dana tidak ada ya,Positif
Bagus bisa kasih informasi yg menarik & baik.,Positif
Mantep murah bisa konsultasi dgn dokter bayar lewat gopay,Positif
Sangat membantu ketika pengalaman saya kurang,Positif
"Cukup baik utk penanganan pertama apalagi utk kita yg suka panik dan jangan sampai self diagnose, lebih baik bertanya langsung pd ahlinya guys!",Positif
Pemesanan dan pengiriman obat sangat cepat.sangat membantu dalam keadaan mendesak.ayah saya perlu obat jantung secepatnya.ga sampe 1 jam dah sampe.terima kasih halodoc,Positif
Aplikasi mantaapp... Dan sangat membantu.....,Positif
Aplikasi nya bagus dokternya pun responnya cepat 👍👍👍,Positif
Service baik dan hasil cepat diterima customer,Positif
Chat dgn para dokternya sangat membantu..,Positif
Praktis sangat membantu terimakasih,Positif
"W kirim. Mata , Mm k. Yun ukm, j mi",Positif
"Puas banget dengan halodoc, cepat tanggap 🙏🙏👍👍",Positif
"Semua berbayar ga ada yg gratis, sy cuma mau nanya obat batuk pilek yg terbaik yg dijual di warung, karna nggak paham perbedaan masing"" obat Tp lumayan lah app nya bisa liat dokter yg cantik dengan pengalamannya dan tau dia lulusan mana 😁 Saya rasa bintang 4 sudah sangat pas untuk app ini",Negatif
"Makasih untuk ibu dokter Dr. Uji Asiah,M.Sc.Spa Dokternya baik,ramah dan sangat jelas dalam memberikan penjelasannya,sng bisa konsul sm bu dokter🙏🏻",Positif
"Ngapain harus ngantri ke klinik atau rumah sakit atau ke dokter, mending Halodoc aja. Tinggal klik konsultasi keluhan, tunggu obat, beres... Halodoc, keren, terimakasih kasih, Halodoc",Positif
"Bintang 2 dulu, karena pilihan pembayaran sangat terbatas. Segera dievaluasi lagi dan dapat ditambahkan pilihan pembayaran seperti LinkAja / Transfer menggunakan Rekening Virtual.",Negatif
"Paket saya ga sampe , tidak ada pertanggung jawabannya !!! --> thanks akhirnya dana saya diganti juga walaupun lama banget dan proses nya panjang",Negatif
Untuk saat ini saya beri 2 bintang karena dari tadi saya coba masuk ke halodoc tp malah keluar langsung padahal sinyal hp saya mendukung,Negatif
Alhamdulillah bisa konsultasi langsung dengan dokter spesialis yang di inginkan. Semoga sukses terus halodoc.,Positif
Pertama kali konsultasi memuaskan lumayan ramah,Positif
Penolong banget.... App yang user friendly bgt,Positif
Sangat membantu saat kondisi seperti ini tanpa hrs dtng k rumah sakit pasien aman sehat t jaga.terima kasih hallo doc pertahankan respon cepat dengan dokter,Positif
"Mau konsultasi aja harus pake bayar segala,kalo kaya gitu mending langsung ke RS aja,bisa langsung di kasih obatnya,bukanya membantu inimah",Negatif
"Amat sangat membantu disaat urgent membutuhkan obat, malam haripun masih bisa chat dg dokter spesialis, dan obatny jg cepat dtangnya, trimakasih jg utk gosend.",Positif
Kode voucher trus di bilang invalid,Positif
Proses mudah dan cepat dalam pemesanan obat,Positif
"Terimakasih dengan adanya app halodoc saya lebih mudah konsul dengan dokter. Semoga sakit yang ada pada diri saya, segera sembuh. Amin",Positif
Bisa membantu waktu saya sakit maag di kosan dan tidak bisa berjalan ke apotik lalu saya pesan via halodoc by gojek. Puji Tuhan langsung saya minum obat nya dan sembuh. Untung ada halodoc 😍🤗,Positif
Bagus bermanfaat sekali... Toppp,Positif
Praktis dan dokter pelayanan ramah dan oke👍,Positif
praktis dan puas.. terima kasih halodoc,Positif
"HALODOC sangat membantu di saat pandemi seperti ini ,,apalagi saya yg sedang hamil.. selalu puas mendapatkan respon baik dan ramah dari dokter dokter nya 😊😊 HALODOC THE BEST 😍",Positif
Terimakasih halodoc.. setidaknya saya tidak harus ke apotik utk pesan obat rutin suami saya ini.. semoga smakin bagus ke depannya.. terimakasih 😇,Positif
"Membantu sekali untuk konsultasi dokter, tidak perlu antri lama, pembelian obat pun sangat mudah, langsung diantar sampai depan rumah..",Positif
Dokternya selalu tanggap dan cepat respon,Positif
"Halo doc Beberapa waktu lalu call center dari halo dokter menelepon saya dan menawarkan prodak unlimited perbulan 39.000 dengan sistem auto debit... fasilitas bebas chat kapan saja dengan semua dokter... Akan tetapi sampai sekarang fitur d aplikasi saya tidak berubah.. tetep ada tarif nya tidak free...
Ulasan Lengkap",Negatif
"Dokternya balasnya cepat, dan ramah..",Positif
"Halo doc,saya barusan dapet telpon mengatas namakan halodoc dia minta email pribadi data diri saya dan juga nmor rekening atm saya,apakah bner ini dari halodoc mohon infonya..? Klo bner iya saya tidak apa2 tapi klo sampe boong atau apa ada2 dengan data saya dan atm saya,saya akan membawa ini kepihak...
Ulasan Lengkap",Negatif
Bingung awalnya. Ada biaya penanganan. Tp kok ngga ada biaya ongkir. Gataunya biaya penanganan tuh termasuk ongkirnya hahaha. Jatohnya lebih murah. Tengkyu halodoc ❤,Positif
Respon CS sangat lambat jika ada keluhan,Negatif
Gimana ini pesan obatnya susah terus .. sedang mencari driver terus .. kalo pesan offline bisa gak sih? Langsung k apotik trus kasih liat resepnya?,Negatif
Mantap. Konsultasi sama dokternya enak,Positif
Mf saya baru saja download aplikasi ini. Karena saya pingn tahu gejala sakit yg saya alami. Apakah d kenakan biaya bulanan🙏,Negatif
"Alhamdulillah saya terbantu walau saya konsultasi dini hari atas penyakit saya, sekaligus sama obatnya saya terima.",Positif
Alhamdulillah aplikasinya sangat membantu,Positif
Terima kasih semua serba cepet,Positif
"Pagi2 konsultasi dengan bu dokter yang cantik, memberikan diagnosa yang baik, resep terjangkau, bahasa yang ramah, terima kasih ya dok🙏🙏👍👍👍",Positif
"Halodoc maap sebelumnyah saya mau tanya,,udah hampir 2 Minggu hidung saya tidak bisa mencium bau,,coba jelaskan doc?",Positif
Sangat-sangat rekomendasi bgt utk didownload terutama yg kesulitan mencari dan membeli obat yg sangat dibutuhkan..,Positif
"Sangat Membantu, Terima Kasih Halodoc",Positif
Maag saya kambuh dan berat sekali rasanya ke dokter. Untung ada halodoc. Selesai konsultasi online resep lgsg bisa diorder lewar gojek. Makasih banyak.,Positif
"Mantap, super cepat pengiriman nya. Semoga obatnya juga manjur dan cepet berkhasiat secepat pengiriman nya. Sukses trs halodoc.",Positif
Untuk pelayanan pengobatan dan penyembuhan.,Positif
"Halo doc,saya ibu dari balita usia 33 bln,beberap hari ini telinga anak saya sebelah kanan keluar cairan dan bau. Si anak sering kdang memukul telingan dengan telapak tangan kira-kira kenapa ya doc,trs kira-kira dikasih obat apa yg tepat. Terima kasih sebelumnya",Positif
"Terima kasih kepada aplikasi halodoc, karena di saat tengah malam saya sakit pinggang salah satu rekan dokter yg bernama dr.Fenny sangat membantu sakit saya",Positif
Buatin dokter yg bisa chat gratis donk...,Positif
"Di masa pandemi seperti ini begitu sangat membantu, cukup klik halodoc bisa terhubung dan konsultasi, obat langsung diantar..",Positif
"Saya suda melakukan pembayaran utk chat, pembayaran berhasil. Tp kenapa gk bisa chat dan dokter malah sibuk, gimana ini??!!",Negatif
"Kesekian kali konsul sm dokter2 di halodoc, kali ini konsul sm dr. Nency Sp.A, bingung hari minggu dokter2 spesialis pada libur praktek terima kasih ya dok...",Positif
Sangat membantu sekali. Obat bisa langsung diantar saat itu juga jika di gopay atau halodoc ada saldo. Greatt 😊,Positif
Baru instal aplikasi ini...wlopun udh tau dr dulu hehehe ternyata bagus...lengkap dan mudah...instal krna mau coba konsul sama dr gizi...ahh keren...dokternya asik...terima kasih dr Aditya mulyantari sp.gk,Positif
"Saya pesan obat via halodoc, di status terkirim pdhl saya ga Terima obatnya. Ditlp cs nya ktnya mau diurus tp sampai skrg boro2 ada penyelesaian, ktnya aplikasi bagus tp pelayanan buruk",Negatif
"Hai halodoc, saya mau cari swab antigen dari rs/klinik terdekat tapi kok reading terus ya? Kayak crash gitu. Mohon dibantu",Negatif
Sangat membantu. Terimakasih halodoc,Positif
Aplikasi yang sangat bagus dan semua dokter yang ada didalamnya sangat bertanggung jawab bangat semoga aplikasi dapat berkembang lebih baik lagi dimasa yang akan datang,Positif
Bagus dan dokter nya recommended semua,Positif
Cukup baik tetapi perlu diperbaiki di bagian verifikasi dengan kode OTP atau pembayaran dengan Gopay karena harus berulang2 baru sukses. Terima kasih,Negatif
Sangat terbantu sekali saat pandemi seperti ini untuk konsul dengan dokter. Obat juga dikirim langsung tanpa harus ke apotek. Bayarnya juga bisa cashless.,Positif
Sgt mudah menggunakan halodoc.tdk usah repot2 antri2 d rs n klinik. cukup klik aja sdh bs konsultasi n d ksh resep obat..tks Halodoc..semoga semua dokter nya sukses..Amin..😇🙏🏻,Positif
"Sangat membantu,cepat praktis. Sanngat memuaskan",Positif
"Tiba2 log out, dan saat verifikasi, kode tidak dikirim melalui sms, apakah sedang error?",Negatif
"Di era pandemi seperti ini, dokter yang bisa konsultasi online sangat membantu. Terima kasih.",Positif
Perlayaan nya baik dan sopan. Dan lokasi nya mudah dan area nya luas sehingga memudahkan kami untuk mendapatkan vaksin dan dapat menjalankan proses 5M bravo,Positif
"Sanggat membantu, aman selagi masa Pandemi apa lagi malas antri, penjelasannya sanggat memuaskan",Positif
Sgt terbantu dgn aplikasi.ini. dokternya baik2 semua,Positif
"Konsultasi dokter sangat baik dan cepat direspon, tapi begitu pesan obat malah status pembayarannya dibatalkan terus iihhh...sebel.",Negatif
Bagus banget. Saya suka dengan aplikasi ini.,Positif
Sudah melakukan pembayaran tapi dokternya malah gak bisa di chat. terimakasih sudah di refund,Negatif
Bagus pelayanan baik jelas dan cepat,Positif
"Sangat membantu di saat pandemi seperti ini. Dokternya juga baik, dan sangat sabar menjawab keluhan pasien👍👍",Positif
Konsultasi dengan dokter lebih mudah dan lebih menenangkan saat panik sehingga bisa memberikan pertolongan pertama saat sakit,Positif
"Bagus bnget pelayanannya,",Positif
"Selamat siang halo dokter, tdi barusan saya dapat telpon dari yg mengatasnamakan cs halo dokter, dia menjelaskan tentang claim dana sebesar 2 jt, dan dia minta data lengkap email dan no rekening bank... Awal2nya meyakinkan tapi aneh kok tau email kita, dan nama kita.... Kemudian minta lagi no rek un...
Ulasan Lengkap",Negatif
Selalu dikasih bonus tiap kaki beli obat pake Halo doc,Positif
"Alhamdulillah fast respon dan dokternya menjawab semua pertanyaan . Sangat membantu, terimakasih halodoc",Positif
Thanks aplikasi ini sangat membantu👍,Positif
"Cepat tanggap, app. Nya tidak ribet",Positif
Best tempat Konsul terbaik buat Aku ..,Positif
"Saat malam malam sakit,kontak halodoc langsung konsuli dan obat di kirim,jd sangat membantu ,hingga sy infokan ke teman teman",Positif
"Ini apk bukan buat orang kelas bawah, tibang mau nanya obat aja harus bayarr 🤦‍♂️🤦‍♂️🤦‍♂️ Sungguh miris negeri ini' ktika org pintar yang d beri anugerah tak bisa membantu dengan ihklas' Seakan Uwang lebih kuasa dari tuhan🤦‍♂️🤦‍♂️",Negatif
"Membantu memfasilitasi pendaftara n vaksinasi covid utk lansia, gak perlu ke apotek saat butuh obat tapi males keluar rumah",Positif
"mantab, kemaren saya putus koneksi ketika mau chat dokter, saya beri ulasan 1 bintang lansung ditelpon pihak halodoc dan dikembalikan uangnya mantab",Positif
"Sangat membantu sekali bahkan bisa diresepkan dokter, obat jg bisa dikirim via online.. Terima kasih Halodoc",Positif
Alhamdulillah di saat pandemi saat ini halodoc sangat membantu Terima kasih Sukses selalu🙏,Positif
"sangat membantu,respon cpt,makasih",Positif
Sngt terbntu skli dg adany aplikasi ini...maju terus halo doc,Positif
"Halo kak,,alamat saya tidak ada di map,,dan tidak bisa mencantumkan alamat secara manual..bagaimana itu kak..?",Positif
"Entah aplikasi nya atau pihak ketiga (apotek) nya nihh...di olshop sedia barang kondisi ED >2th, laaah ini beli langsung ke apotek via halodoc n gojek dikasih obat ED <6bulan...",Negatif
Respon dokter sangat cepat,Positif
Good gk perlu antri ke rumah sakit,Positif
Proffesional..cepat tanggap,Positif
Sangat membantu dan sangat mudah di gunakan,Positif
"Apk nya membantu sekali untuk saya yang jauh dari vet, terutama dokter suci, dokter hewan yang ramah bgt selalu Konsul ke dokter suci",Positif
