review,polarity,avg_word
sekian konsultasi dokter dokter konsultasi nency binggung mingu dokter dokter spesialis libur praktik terima kasih dokter,positif,8.75
bantu obat langsung antar gopay saldo great senang,positif,8.0
instal aplikasi wlopun tertawa bagus lengkap mudah instal coba konsultasi gizi keren dokter asik terima kasih aditya mulyantari,positif,8.277777777777779
pesan obat status kirim terima obat telepon layan ktnya urus selesai ktnya aplikasi bagus layan buruk,negatif,8.6875
hai cari swab antigen rsatau klinik dekat reading crash mohon bantu,negatif,7.636363636363638
bantu terima kasih,positif,7.666666666666668
aplikasi bagus dokter dalam bertangung bangat moga aplikasi kembang baik masa,positif,9.181818181818182
bagus dokter rekomendasi,positif,11.0
baik baik verifikasi kode otp bayar gopay ulang ulang sukses terima kasih,negatif,8.583333333333334
bantu pandemi konsultasi dokter obat kirim langsung apotek bayar cashles,positif,9.1
mudah repot repot antre antre rumah sakit klinik klik konsultasi kasih resep obat thanks moga dokter sukses amin bagus,positif,7.263157894736842
bantu cepat praktis muas,positif,9.25
log out verifikasi kode kirim sms error,negatif,7.0
era pandemi dokter konsultasi daring bantu terima kasih,positif,8.375
layan baik sopan lokasi mudah area luas mudah vaksin jalan proses m bravo,positif,7.769230769230768
bantu aman selagi pandemi malas antre jasa muas,positif,9.0
bantu aplikasi dokter baik baik,positif,8.6
konsultasi dokter baik cepat responsif pesan obat status pembayaranya batal jelek,negatif,8.909090909090908
bagus suka aplikasi,positif,7.666666666666668
bayar dokter chat terima kasih kembali dana,negatif,8.571428571428571
bagus layan baik jelas cepat,positif,7.6
bantu pandemi dokter baik sabar keluh pasien,positif,8.571428571428571
konsultasi dokter mudah tenang panik tolong sakit,positif,9.571428571428571
bagus pelayananya,positif,10.0
selamat siang dokter barusan telepon mengatasnamakan layan dokter jelas klaim dana jt data lengkap email nomor rekening bank aneh email nama nomor rek un ulas lengkap,negatif,7.884615384615384
kasih bonus kaki beli obat pakai,positif,6.5
bagus cepat respon dokter bantu terima kasih,positif,8.0
terimakasih aplikasi bantu,positif,10.0
cepat tangap aplikasi sulit,positif,8.0
baik konsultasi baik,positif,10.0
malam malam sakit kontak langsung konsul obat kirim bantu info teman teman,positif,7.833333333333332
aplikasi orang kelas tibang obat bayar sunguh miris negeri ktika orang pintar anugerah bantu ihklas akan uwang kuasa tuhan,negatif,7.736842105263157
bantu fasilitas pendaftara vaksinasi covid lanjut usia apotek butuh obat malas rumah,positif,8.5
mantap kemarin putus koneksi chat dokter ulas bintang lansung telpon kembali uang mantap,positif,8.76923076923077
bantu resep dokter obat kirim daring terima kasih,positif,7.875
bagus pandemi bantu terima kasih sukses bantu,positif,8.0
bantu respon cepat terima kasih,positif,7.6
bantu adany aplikasi maju,positif,8.25
alamat maaf cantum alamat manual,positif,8.8
aplikasi tiga apotek toko online sedia barang kondisi edisi th beli langsung apotek gojek kasih obat edisi,negatif,7.294117647058822
respon dokter cepat,positif,7.666666666666668
bagus antre rumah sakit,positif,7.0
profesional cepat tangap,positif,9.333333333333334
bantu mudah,positif,8.5
aplikasi bantu vet dokter suci dokter hewan ramah konsultasi dokter suci,positif,7.909090909090909
bantu terima kasih,positif,7.666666666666668
thanks bantu mendapt resep pergi dokter,positif,8.166666666666666
alam aplikasi bagus moga manfaat bantu sembuh,positif,10.428571428571429
mudah konsultasi dokter,positif,9.0
nomor telepon genggam muncul otentikasi nomor telepon genggam tolong tim it back end baik terima kasih,negatif,7.4375
tolong aplikasi darurat anak anak ditingal rumah terima kasih,positif,8.444444444444445
aplikasi pintar bantu masa pandemi antre apotek apotek antre kasir apotek tingal pakai gopay terima kasih,positif,8.0625
sistem bayar pakai gopay kasih bayar laku indomaret alfamaret,negatif,9.333333333333334
terima kasih mudah obat klinik masa pandemi,positif,8.571428571428571
bantu kirim ongkos mahal kurir reguler tarif ribu kena ribu,negatif,8.1
uang habis ribu konsultasi resep cuek sam dokter posisi sakit,negatif,7.5
mudah konsultasi janji dokter lingkung tingal,negatif,10.0
beli obat serta nota belia,negatif,8.2
metode bayar sulit kenpa go pay isi saldo pakai debit atas rekening bank dam sejisnya hapy hewan bagus,negatif,7.166666666666668
dokter baik ramah,positif,8.0
baik turut andal diri jelek belanja apotek zaman pandemi aman beli daring,positif,8.083333333333334
dokter bagus respon cepat,positif,7.5
terima kasih khusus wid patria sabar ramah dengar konsultasi pasien,positif,8.5
tidak bisa sambung gopay,negatif,7.25
instal sambung gopay tulisanya nomor daftar nomor gopaynya verifikasi edit bintang terima kasih,negatif,8.923076923076922
konsultasi chat doctornya kena tarif tarif,negatif,9.166666666666666
bagus layan cepat dokter ramah harga obat jangkau,positif,7.75
bantu musim pandemi,positif,8.666666666666666
bagus bagus konsultasi hamil istri moga berkah sehat amin,positif,8.11111111111111
aplikasi bantu,positif,10.0
bantu moga resep obat khasiat sembuh anak terimakasih,positif,9.625
lambat respon adminya uang cepat keluh kendala lambat parah jelek,negatif,7.8
harga bagus sayang error lambat respon telpon layan susah masuk hasil rapid antigen jam jam,negatif,7.533333333333332
bagus pelayananya ramah,positif,9.0
respon costumer servies lambat lambat solusi masalah aplikasi sinkron,negatif,9.111111111111109
konsultasi bayar pakai gopay gagal konsultasi menu konsultasi,negatif,8.75
aplikasi keren bantu,positif,9.0
auntik vaksin mandiri sus lanjut usia umur aplikasi,positif,7.5
suka pakai aplikasi konsultasi murah rumah sakit,positif,8.0
konsultasi beli obat mudah aplikasi report konsultasi beli obat tunggu rumah,positif,8.181818181818182
aplikasi bantu suka,positif,8.666666666666666
layan bagus puas,positif,8.0
bagus mudahin cek toko daerah,negatif,7.6
kondisi sulit rumah bantu terima kasih barakalah,positif,8.142857142857142
ok mudah bantu,positif,8.666666666666666
bagus bantu terima kasih mudah mudah kembang,positif,8.571428571428571
layan dokter cepat respon komunikasi terima baik terima kasih,positif,8.11111111111111
bantu pandemi,positif,9.5
pesan obat cepat bantu tiap kondisi,positif,8.166666666666666
dokter lambat postif hamil mohon tunjuk dokter,positif,8.428571428571429
aplikasi mudah bantu moga responsif layan konsultasi terima kasih,positif,9.333333333333334
apotek toko beli barang harga beli ajar,negatif,6.7142857142857135
dokter ramah komunikatif,positif,10.333333333333334
terima kasih dokter resep,positif,7.5
bagus pokok musim anak sakit mudah nanganinya terima kasih bantu,positif,7.6
bantu telepon masa pandemi depa moga pilih apotek,positif,8.75
aplikasi lambat telepon genggam masuk tampil aplikasi redmi note mohon bantuanya,negatif,8.363636363636363
bayar iklan gratis,negatif,7.333333333333332
masuk kalender hamil menu,negatif,8.5
proses apotek,negatif,8.0
bantu tolong mahal mahal konsultasi pasien butuh bantu konsultasi,negatif,8.888888888888891
asli bagus jam malam cari obat pilek anak langsung pakai gojek,positif,7.0
suka aplikasi bantu,positif,8.666666666666666
mudah konsultasi dokter beli obat mudah aplikasi bagus,positif,9.5
gatal bintik nanah selangkang paha tunjuk,positif,8.666666666666666
guna bagus terima kasih nilai ubah bagus layan,negatif,8.5
bagus dapetin obat repot apotek terima kasih bagus konsultasi dokter lancar cepat,positif,7.916666666666668
mudah informasi lengkap,positif,10.0
atas bantu terima kasih,positif,8.0
akun sambung gopay saldo gopay isi mohon baik,negatif,8.25
bagus referensi sehat,positif,9.666666666666666
terima kasih dokter ramah,positif,7.75
respon dokter baik chat cepat balas konsultasi di mana mudah,positif,7.1
cepat tangan bagus,positif,8.666666666666666
he bayar debit bni suportnya paksa pakai mandiri,negatif,8.125
aplikasi cepat respon layan cepat sukses bagus,positif,8.285714285714286
aplikasi rongsok cari obat driver gojek arah apotek tutup,negatif,8.222222222222221
konsultasi tht langsung responsif kasih resep bagus moga lekas sembuh,positif,8.2
dokter respon baik cepat detail konsultasi bagus,positif,8.428571428571429
dokter baik nyaman konsultasi moga baru,positif,9.166666666666666
bagus mantap susah obat aplikasi bagus,positif,8.0
aplikasi bagus bantu beli obat putar putar cari apotek terima kasih,positif,7.454545454545454
bantu sehat tangan cepat mudah akses terima kasih,positif,8.125
bantu mudah mudah konsultasi sembuh,positif,8.8
jelas aplikasi pelan responsif jelas,negatif,8.4
darurat bagus,positif,8.0
lambat brpa menit langsung batal jadwal konsultasi uang kembali dana chat bot layan payah ngrespon,negatif,8.8
terimakasih saran resep bagus tatap muka dokter,positif,8.285714285714286
bantu konsultasi obat langsung terima terima kasih dokter,positif,8.625
bagus dokter baik pakai kaget langsung beli obat pakai gojek keren bantu,positif,7.583333333333332
bagus layan csnya respon cepat tolong aplikasi pelan dokter asuransi teruk,negatif,8.363636363636363
manfaat sehat,positif,11.5
mudah beli obat,positif,9.0
bantu konsultasi dokter layan ramah jelas bantu solusi,positif,9.125
mudah cepat informasi,positif,9.333333333333334
bagus konsultasi dokter cepat respon ramah terima kasih,positif,8.0
mantap bantu umpama rumah sakit puskesmas,positif,8.833333333333334
puas layan terima kasih bantu,positif,8.0
aplikasi konsultasi anga mintarsa bagus bagus bagus terima kasih dokter,positif,8.0
aplikasi bantu konsultasi sehat,positif,10.75
bantu solusi baik dokter percaya alam bagus,positif,9.0
bantu,positif,10.0
jelas dokter baik bagus,positif,8.25
aplikasi baik suka,positif,8.333333333333334
bantu cocok resep dokter terima kasih,positif,7.833333333333332
aplikasi bantu,positif,10.0
jelas jelas detail mudah keti,positif,8.6
manfaat orang,positif,9.5
bismilah moga manfaat,positif,10.0
cepat keluh pasien,positif,8.0
dokter komunikatif ramah sabar sara jelas cara seluruh terima kasih dokter,positif,8.545454545454545
bantu era pandemi moga tingkat layananya,positif,9.5
dokter ny baik baik cepat obat kasi obat baik langgan,positif,6.7
parah konsultasi bayar indonesia merdeka mapia kaya,negatif,8.428571428571429
terima kasih bantu,positif,7.666666666666668
mesan respon salah coba,negatif,8.0
bagus moga baik,positif,7.0
akses akun nomor telepon hilang mohon bantuanya,negatif,8.428571428571429
bantu rumah sakit bagus sembuh sakit,positif,8.0
sulit apotek pakai puas rumah,positif,7.0
baik arah beli obat apotek dekat rumah pasien terima kasih,positif,8.3
aplikasi bantu pandemi manfatnya saskit gejala ringan,positif,9.142857142857142
tolong filter dasar wilayah praktik cek,negatif,8.666666666666666
pakai lumayan tenang konsultasi dokter,positif,9.4
keren pakai asuransi,positif,8.0
bantu pandemi rumah konsultasi,positif,9.5
dokter rutin periksa tangal tentu sesuai hamil bulan mohon bijak dockter,positif,8.909090909090908
konsultasi suka,positif,9.0
emas cepat kirim cepat pepet malam malam butuh obat kalah cepat terima kasih,positif,7.769230769230768
manfaat efisien tenaga biaya thanks,positif,8.8
dokter ramah solusi sesuai kondisi konsultasi,positif,9.166666666666666
bantu pandemi chat dokter cepat responsif profesional,positif,9.142857142857142
bagus bantu,positif,8.5
bantu cepat kondisi desak pasien datangke rumah sakit,positif,8.25
bantu kondisi dadak desak terima kasih moga sukses,positif,8.5
bagus konsultasi asa diskusi langsung dokter,positif,9.0
aplikasi bantu,positif,10.0
takut rumahsakit dokter bagus bagus makasih,positif,8.833333333333334
terima kasih konsultasi dokter dokter ramah cepat balas chat senang,positif,7.9
bantu nali sakit kucing konsultasi dokter hewan,positif,9.428571428571429
bantu sakit,positif,8.5
aplikasi hidup butuh obat tingal mesan,positif,8.833333333333334
dokter jelas bantu rawat suami terima kasih,positif,7.7142857142857135
bagus bantu susah cari obat aplikasiny cepat lengkap bagus,positif,7.888888888888888
bantu masa pandemi kurang kontak langsung dokter,positif,9.285714285714286
dokter layan gratis respon cepat kaih bintang coba konsultasi,positif,8.555555555555555
bagus terima kasih layan cepat bantu,positif,8.0
bagus jelas dokter detail pakai gambar tubuh cepat mudah,positif,8.222222222222221
aplikasi bantu sayang bayar pakai ovo,negatif,7.833333333333332
bagus manfaat respon cepat baik tangap bantu,positif,8.285714285714286
binggung ke mana aplikasi bantu terima kasih yah,positif,7.0
tolong moga bantu masyarakat mudah,positif,10.2
bantu covid rumah,positif,8.0
bantu terima kasih,positif,7.666666666666668
bagus aplikasi bantu pelayananya cepat bagus,positif,9.0
tolong fitur gratis chat asuransi spesialis dokter dokter,negatif,8.25
tulis hubung dokter saldo potong chat diskusi dokter aplikasi jelek,negatif,8.9
konsultasi cepat,positif,9.5
terima kasih bantu,positif,8.333333333333334
responya,negatif,10.0
dokter ramah lansung point jelas sakit tahan,positif,9.857142857142858
sunguh manfaat pandemi milik anak sakit malam,positif,8.428571428571429
terima kasih aplikasi bantu konsultasi sehat,positif,9.333333333333334
detail bantu dokter kasih resep obat,positif,8.166666666666666
malam dokter sabar layan konsultasi keren charles,positif,9.0
ambil obat rumah kasihan gojek,negatif,8.4
bantu biaya konsultasi plus obat jangkau terima kasih,positif,8.25
ulas dokter baik obat rekomendasi bagus terima kasih dokter,positif,8.222222222222221
bantu aplikasi hubung dokter pandemi,positif,10.0
kasih bintang mesan bayar status batal uang lari ke mana uang kasih bintang transaksi batal,negatif,7.933333333333334
bantu adan pandemi rumah,positif,8.5
senang konsultasi dokter bagus tenang,positif,8.6
aplikasi bagus,positif,8.5
bantu informasi sehat butuh,positif,10.5
puas bantu terimakasi aplikasi halodic dokter tugas,positif,9.285714285714286
susah hubung gopay pin bilang salah,negatif,7.833333333333332
terima kasih aplikasi bantu pandemi,positif,8.8
pesan bagus lancar cepat sampai,positif,8.0
tolong sertifikat vaksin kemarin vaksin makan keluar tolong usut jelek tolong respon kendala terima kasih,positif,8.333333333333334
terimakasih bantu,positif,11.5
cepat tangan terima kasih ksih bantu kondisi desak,positif,8.375
bantu adan pandemi covid bagus,positif,8.2
bantu konsultas moga cocok obat amin,positif,8.5
manfaat konsultasi sehat cepat bagus,positif,9.8
tolong cepat proses tes pacar kemaren nunggu ac butuh cepat,negatif,7.6
dokter tolong area luas daerah jawa timur blitar,negatif,7.5
jelas baik,positif,9.0
bantu situasi pandemi repot repot rumah,positif,8.166666666666666
suka mudah sibuk periksa dokter,positif,9.4
dokter ramah bantu terima kasih,positif,8.2
bagus bantu,positif,8.5
bagus kondisi pandemi obat rumah,positif,8.2
bantu cari solusi sehat terima kasih,positif,8.5
aplikasi bantu sulit antre beli obat,positif,7.666666666666668
cepat responsif solusi,positif,8.666666666666666
bantu upload resep tingal tunggu obat antre apotek,positif,8.0
bagus opsi saran driver gojek,negatif,7.6
rekomen bantu terima kasih bagus,positif,7.8
bagus rekomendasi konsultasi pergi rumah sakit,positif,8.833333333333334
andal,positif,12.0
aplikasi pelan macet tolong servernya baik terima kasih,negatif,8.625
tolong alas pesan batal batal,negatif,8.8
mudah cepat,positif,7.0
bantu aplikasi terima kasih dokter,positif,8.2
bagus bicara ahli diagnosis,positif,8.75
bantu aplikasi kondisi pandemi covid,positif,9.0
bantu beli obat darurat terima kasih gojek,positif,7.2857142857142865
bantu darurat konsultasi obat rumah biaya jangkau,positif,9.0
bagus bantu isoman,positif,8.333333333333334
bagus bantu,positif,8.5
dokter ramah,positif,9.0
puas layan baik keluarga,positif,8.25
kadang barang kosong,negatif,9.0
solusi pandemi,positif,8.5
respon dokter cepat sampai padat jelas puas layan,positif,8.375
dokter responsif bagus dokter galak,negatif,8.2
bantu,positif,10.0
sederhana sulit,positif,9.0
bantu rumah sakit pandemi suka,positif,8.0
baik care,positif,6.0
instal mingu,negatif,7.5
konsultasi dokter ramah kirim obat cepat terima kasih,positif,8.125
surat terang sakit dokter,positif,8.5
dokernya ramah ramah chat jam pagi layan baik,positif,7.125
cepat respon dokter kondisi arah resep obat,positif,8.0
bantu,positif,10.0
dokter bagus wilayah antar obat luas,negatif,8.666666666666666
praktis bantu kala rumah kantor,positif,8.4
bantu,positif,10.0
puas mudah konsultasi dokter,positif,8.25
responya cepat,positif,8.5
senang konsultasi anti khawatir kontak,positif,8.8
bantu,positif,10.0
kirim cepat,positif,9.5
bantu cepat butuh obat obat konsultasi sehat,positif,9.285714285714286
selamat pagi sertifikat buka vaksin,negatif,8.6
bantu terima kasih,positif,7.666666666666668
bantu pandemi,positif,9.5
terima kasih bantu pandemi bantu,positif,8.2
bantu,positif,10.0
bantu bagus,positif,8.5
terima kasih keluh layan cepat tangap bantu,positif,8.285714285714286
bantu,positif,10.0
chat balas dokter saldo jelek,negatif,7.6
bantu,positif,10.0
pakai aplikasi lancar informatif,positif,9.25
keren praktis percaya,positif,9.333333333333334
bantu,positif,10.0
aplikasi bantu kondisi istirahat,positif,10.0
dokter jelas baik moga anak lekas sembuh,positif,8.428571428571429
aplikasi layan bantu moga sukses,positif,9.0
aplikasi bantu respon cepat kirim cepat,positif,9.0
aplikasi bantu pasien pergi,positif,10.0
dokter baik jasa jelas bantu,positif,9.6
terima kasih mudah mudah cepat sembuh sakit,positif,7.7142857142857135
layan baik terimakasih dokter,positif,9.5
cepat bagus,positif,7.0
bantu,positif,10.0
aplikasi manfatnya bagus mudah,positif,8.75
senang curah hati dada bingung terimakasih terimakasih,positif,8.857142857142858
terima kasih bantu pandemi,positif,8.0
pelayananya muas tugas ramah terima kasih,positif,9.666666666666666
bantu tenang informasi solusi,positif,9.25
dokter hewan ramah,positif,7.333333333333332
bantu demi rumah sakit takut takut,positif,7.5
cepat respon dokter ramah jelas detail,positif,8.333333333333334
aplikasi bagus wilayah lombok barat,negatif,8.2
bantu pandemi,positif,9.5
chat dokter gratis bayar bagus,negatif,7.2
bantu dokter jelas sabar,positif,8.75
aplikasi bantu palagi kondisi pandemi rumah sakit rujuk copid,positif,8.222222222222221
informasi advise bantu terima kasih dokter,positif,8.666666666666666
bantu rumah temu dokter,positif,8.5
bayar gopay docternya respon mana uang gopay bayar ganti dokter,negatif,7.6
bantu,positif,10.0
bayar gagal uang potong dokter beres,negatif,8.333333333333334
bagus bantu pandemi,positif,8.666666666666666
bagus bantu terima kasih moga sukses,positif,7.666666666666668
bantu beli obat langsung,positif,8.75
bagus responsif aplikasi lambat lambat,positif,9.4
bantu desak,positif,10.0
mudah terima kasih layananya,positif,9.0
bantu,positif,10.0
bagus aplikasi cepat tangap terima kasih,positif,7.833333333333332
layan respon dokter apotek baik cepat,positif,8.0
bantu pandemi saran responsif,positif,9.25
dokter,positif,11.0
puas konsultasi aplikasi layananya cepat,positif,9.2
ketemu kembang vidio call keren,positif,8.4
barang bayar respon jelek,negatif,7.5
terima kasih aplikasi bantu,positif,8.25
bagus kirim pesan cepat diskon,positif,8.6
layan baik cepat kirim cepat terima kasih,positif,7.571428571428571
dokter baik sulit rumah,positif,7.75
dokter cepat tangap ramah muas,positif,8.8
baik sabar,positif,6.5
mudah,positif,12.0
bantu kondisi sibuk tambah pandemi,positif,9.0
selamat kala obat cari apotek dekat kosong bagus,positif,8.375
terima kasih moga maju kembang,positif,8.2
unduh resep digital dokumen keteranganya unduh masuk dokumen jelek,negatif,8.777777777777779
aplikasi bantu mudah masyarakat,positif,11.0
bantu ringan beban rumah,positif,9.25
konsultasi moga baik,positif,8.666666666666666
bagus coba,positif,7.5
bantu cari informasi sehat terima kasih,positif,9.0
bantu senang terima kasih,positif,7.75
cepat tangap puas konsultasi terima kasih,positif,8.166666666666666
manfaat,positif,12.0
nunggu dokter chat bayar registrasi,negatif,8.2
bantu beli obat konsultasi dokter,positif,9.4
bagus cepat obat,positif,7.666666666666668
bagus bantu,positif,8.5
prabayar mengunakn ovo gimna komen dokter hu payah,negatif,7.375
sulit aplikasi nyambungin gopay susah,negatif,8.6
manfaat bagus aplikasi,positif,10.666666666666666
aplikasi inovasi anak bangsa hebat bantu masyarakat indonesia mudah akses layan sehat fitur fiturnya bantu di tengah pandemi aplikasi bantu obat antri ulas lengkap,positif,9.0
moga bantu,positif,9.0
bagus aplikasi bagus,positif,8.0
bagus aplikasi,positif,10.0
keren aplikasi adan darurat,positif,8.5
lumayan bantu,positif,9.5
puas konsultasi dokter dokter,positif,8.5
muas,positif,11.0
manfaat,positif,12.0
aplikasi bantu terima kasih bagus,positif,8.4
bantu,positif,10.0
bicara bicara sedia kalender menstruasi,negatif,10.2
bantu,positif,10.0
terima kasih cepat respon dokter spog resep cocok bantu,positif,7.5555555555555545
bagus bagus,positif,7.0
jelas erti,positif,11.0
bantu,positif,10.0
lugas jelas,positif,7.0
senang konsultasi mudah,positif,9.0
daftar gagal sinyal lancar,negatif,7.75
moga anak cocok obat dokter anak resep,positif,7.2857142857142865
bantu mudah bagus poko,positif,8.25
layan cepat,positif,9.0
bantu,positif,10.0
aplikasi bantu terima kasih,positif,8.75
mudah pandemi,positif,10.5
pelan buka lambat,negatif,7.666666666666668
praktis antre dokter cepat respon,positif,7.8
bantu,positif,10.0
dokter ramah cepat respon terima kasih,positif,7.666666666666668
bantu,positif,10.0
beli obat jam mudah sulit terima kasih bagus,positif,6.375
pakai konsultasi hasil bagus,positif,9.0
layan prima,positif,9.0
bantu kondisi sakit,positif,9.666666666666666
bantu situasi pandemi,positif,9.333333333333334
bantu,positif,7.0
bagus,positif,7.0
bantu,positif,10.0
dokter cepat tangap dengar keluh,positif,9.2
bantu sukses,positif,9.0
bantu,positif,10.0
bantu,positif,10.0
bantu,positif,10.0
bantu,positif,10.0
bantu,positif,10.0
bantu,positif,10.0
bantu,positif,10.0
bantu,positif,10.0
respon dokter ramah cepat moga sukses senang,positif,7.7142857142857135
bantu,positif,10.0
aplikasi butuh rumah sakit,positif,8.5
bantu,positif,10.0
muas cepat obat apa sedia,positif,8.4
bantu,positif,10.0
bantu,positif,10.0
bantu,positif,10.0
bantu,positif,10.0
bantu,positif,10.0
bantu sakit,positif,8.5
bantu,positif,10.0
metode bayar,negatif,9.0
bantu,positif,10.0
bantu,positif,10.0
bantu,positif,10.0
bantu,positif,10.0
bantu obat pandemi,positif,9.333333333333334
bantu,positif,10.0
terima kasih dokter baik ramah,positif,7.8
aplikasi bantu pandemi bagus,positif,9.0
layan konsultasi sehat cepat sederhana,positif,10.0
bantu bantu,positif,8.5
bantu bantu,positif,8.5
bantu,positif,10.0
bantu pandemi,positif,9.5
cepat praktis,positif,8.0
bantu pandemi,positif,9.5
seru diskusi bareng dokter teman curhat,positif,8.166666666666666
dokter baik ramah puas solusi,positif,7.0
bantu,positif,10.0
bantu,positif,10.0
bantu pandemi dokter bagus,positif,9.25
bagus bantu darurat,positif,8.666666666666666
puas dokter kasih arah terima kasih,positif,7.0
puas pelayananya moga berkah sehat,positif,8.4
obat dokter manjur terima kasih bantu,positif,7.5
dokter ramah perhati terima kasih,positif,8.4
bantu pandemi,positif,9.5
bantu dokter ramah,positif,9.333333333333334
bantu pandemi mas takut rumah sakit,positif,7.333333333333332
ramah respon cepat terima kasih,positif,7.0
singkat padat jelas chat dokter spesialis,positif,8.0
bantu situasi,positif,9.5
nyaman dokter suka,positif,8.333333333333334
respon dokter cepat detail kirim obat cepat,positif,8.0
respon dokter baik baik aplikasi bantu pasien,positif,8.428571428571429
bantu pandemi demam,positif,8.666666666666666
bantu aplikasi,positif,10.0
bantu,positif,10.0
bantu terima kasih,positif,8.333333333333334
terima kasih kasih bantuanya dokter,positif,7.8
bantu,positif,10.0
bantu dokter,positif,9.0
pelayananya bagus obat cepat nyampenya,positif,9.4
bantu,positif,10.0
bantu,positif,10.0
bagus pakai gratis bayar,positif,7.25
dokter jelas jasa resep,positif,9.0
bantu kondisi tentu,positif,9.333333333333334
baik bagus bantu pandemi suka,positif,8.2
bantu rumah terima kasih,positif,7.5
suka dokter aplikasi,positif,8.0
bantu kala demi,positif,9.0
bantu,positif,10.0
dokter ramah respon cepat koperatif,positif,8.8
dokter ramah ramah jelas detail,positif,9.2
bantu butuh obat thanks,positif,8.75
bagus tolong terima kasih,positif,8.0
daftar vaksin tanggal maret cek,negatif,8.6
bantu pandemi terima kasih kasih,positif,7.8
mudah klik praktis bantu,positif,8.25
pelayananya ramah paham bidang,positif,9.5
bagus aplikasi dokter pribadi terima kasih,positif,7.833333333333332
mudah konsultasi rumah,positif,10.333333333333334
bantu layan dokter muas,positif,10.0
